Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,HS
03,Create Date,Date,8,"YYYYMM
DD",,The date that the file is produced.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,HS
01,Record Type = 01,Character,2,,,Quartiles Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01
06,Quartiles,Character,1,,,"Values are:
4 = Maximum (100%) Quartile
3 = 75th Percentage Quartile",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01
01,Record Type = 02,Character,2,,,Various Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02
06,"Eligible Non-Borrowing Spouse
Number of Participations",Numeric,5,,,"The number of participations in the pool associated with a
loan that has one or more Eligible Non-Borrowing Spouses.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02
01,Record Type = 03,Character,2,,,Payment Option Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03
06,Payment Option,Numeric,1,,,"The method to receive payment(s) that was selected by the
borrower associated with the HECM loan as of the Pool Issue
Date:
1 = tenure
2 = term
3 = line of credit
4 = modified term
5 = modified tenure
6 = single disbursement lump sum (for fixed rate HECMs with
an FHA case number assigned on or after September 30, 2013)
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Payment Option value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Payment Option value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03
01,Record Type = 04,Character,2,,,Property Type Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
06,Property Type,Numeric,1,,,"The type of property:
1 = Single Family
2 = Condominium
3 = Manufactured Housing
4 = Planned Unit Development
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Property Type value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Property Type value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
09,"UPB of Participations as % of Pool
UPB",Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Property Type value, expressed as a
percentage of the Pool’s UPB. This UPB percentage is
calculated by dividing the total participation UPB of the given
condition (Property Type) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
10,"UPB of Participations as % of
Principal Limit of HECM Loans",Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Property Type value, expressed as a
percentage of the total Principal Limit of the associated
HECM Loans. This UPB percentage is calculated by dividing
the total participation UPB of the given condition (Property
Type) by the total of the HECM Principal Limits for all the
loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04
01,Record Type = 05,Character,2,,,Age of Youngest Borrower/Co-borrower Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05
06,"Age of Youngest Borrower/Co-
borrower",Numeric,2,,,"Age is computed from Birth Date, and is the age of the
youngest Borrower/Co-borrower who is at least 62 years old:
1 = Age is 62-65
2 = Age is 66-70
3 = Age is 71-75
4 = Age is 76-80
5 = Age is 81-85
6 = Age is 86-90
7 = Age is 91-95
8 = Age is 96-100
9 = Age is 100 +
10 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has a youngest borrower/co-borrower with an age in
the borrower/co-borrower grouping.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has a
youngest borrower/co-borrower with an age in the
borrower/co-borrower grouping.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05
01,Record Type = 06,Character,2,,,"Age of Youngest Eligible Non-Borrowing Spouse
Stratification",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06
06,"Age of Youngest Eligible Non-
Borrowing Spouse",Numeric,2,,,"Age is computed from Birth Date and is the age of the
youngest eligible Non-Borrowing Spouse (if any):
1 = Age is under 40
2 = Age is 40-49
3 = Age is 50-59
4 = Age is 60-69
5 = Age is 70-79
6 = Age is 80+
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has an eligible non-borrowing spouse with an age in
the eligible non-borrowing spouse age grouping.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan where the
youngest eligible non-borrowing spouse has an age in the
eligible non-borrowing spouse age grouping.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06
09,"UPB of Participations as % of Pool
UPB",Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan where the youngest eligible non-borrowing spouse has an
age in the eligible non-borrowing spouse age grouping,
expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06
01,Record Type = 07,Character,2,,,"Metropolitan Statistical Area (MSA) Stratification for each
MSA applicable to the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07
06,MSA,Numeric,5,,,"The MSA values and the MSA Not Available are provided.
Values are:
• the MSA value
• 99999 = MSA Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07
07,Number of Participations,Numeric,5,,,The number of participations in the pool for the MSA Value.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07
09,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Balance (UPB) of the participations in the
pool for the MSA Value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07
10,"UPB of Participations as % of Pool
UPB",Numeric,6,3.2,,"Total UPB of the participations in the pool for the MSA value,
expressed as a percentage of the Pool’s UPB. This UPB",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07
01,Record Type = 08,Character,2,,,Property State Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Values is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
06,State Code,Character,2,,,"The abbreviation of the state or territory where the loan
property exists. See Appendix 2 for a listing of state codes.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
07,Number of Participations,Numeric,5,,,"The number of participations in the pool for the State Code
value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
08,"Number of Participations for State
as a % of Pool’s total Participation
count",Numeric,6,3.2,,"The total number of Participations for the state expressed as a
percentage of the pool’s total participation count.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
09,"Original Principal Balance of
Participations",Numeric,14,11.2,,"The sum of the Participation Original Principal Balance
amounts for all Participations in the pool associated with the
given State.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
10,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Balance (UPB) of the participations in the
pool for the State Code value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08
01,Record Type = 09,Character,2,,,Loan Purpose Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09
06,Loan Purpose,Numeric,1,,,"Loan Purpose:
1 = HECM Traditional
2 = HECM Refinance
3 = HECM Purchase
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Loan Purpose value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Loan Purpose value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09
09,"UPB of Participations as % of Pool
UPB",Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Loan Purpose value, expressed as a",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09
01,Record Type = 10,Character,2,,,HECM Saver Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10
06,HECM Saver,Numeric,1,,,"HECM Saver:
Y = Saver
N = Standard",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the HECM Saver value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
HECM Saver value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10
09,"UPB of Participations as % of Pool
UPB",Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the HECM Saver value, expressed as a
percentage of the Pool’s UPB. This UPB percentage is
calculated by dividing the total participation UPB of the given
condition (HECM Saver) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10
01,Record Type = 11,Character,2,,,"Low and Moderate Borrower Income Stratification. Pools
with Low and Moderate Borrower Income characteristics
based on Federal Financial Institutions Examination Council
(FFIEC) data. This record includes participations in pools
issued January 2012 and thereafter. Not populated/provided
for new issuance disclosures.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11
